title,authors,url,conference
Near-Optimal Multi-Perturbation Experimental Design for Causal Structure Learning,"Scott Sussex, Caroline Uhler, Andreas Krause",https://papers.nips.cc//paper/2021/hash/06d5ae105ea1bea4d800bc96491876e9-Abstract.html,NeurIPS 2021
Iterative Causal Discovery in the Possible Presence of Latent Confounders and Selection Bias,"Raanan Y. Rohekar, Shami Nisimov, Yaniv Gurwicz, Gal Novik",https://papers.nips.cc//paper/2021/hash/144a3f71a03ab7c4f46f9656608efdb2-Abstract.html,NeurIPS 2021
Object-Aware Regularization for Addressing Causal Confusion in Imitation Learning,"Jongjin Park, Younggyo Seo, Chang Liu, Li Zhao, Tao Qin, Jinwoo Shin, Tie-Yan Liu",https://papers.nips.cc//paper/2021/hash/17a3120e4e5fbdc3cb5b5f946809b06a-Abstract.html,NeurIPS 2021
BayesIMP: Uncertainty Quantification for Causal Data Fusion,"Siu Lun Chau, Jean-Francois Ton, Javier González, Yee Teh, Dino Sejdinovic",https://papers.nips.cc//paper/2021/hash/1ca5c750a30312d1919ae6a4d636dcc4-Abstract.html,NeurIPS 2021
Invariant Causal Imitation Learning for Generalizable Policies,"Ioana Bica, Daniel Jarrett, Mihaela van der Schaar",https://papers.nips.cc//paper/2021/hash/204904e461002b28511d5880e1c36a0f-Abstract.html,NeurIPS 2021
A Critical Look at the Consistency of Causal Estimation with Deep Latent Variable Models,"Severi Rissanen, Pekka Marttinen",https://papers.nips.cc//paper/2021/hash/21c5bba1dd6aed9ab48c2b34c1a0adde-Abstract.html,NeurIPS 2021
Instance-dependent Label-noise Learning under a Structural Causal Model,"Yu Yao, Tongliang Liu, Mingming Gong, Bo Han, Gang Niu, Kun Zhang",https://papers.nips.cc//paper/2021/hash/23451391cd1399019fa0421129066bc6-Abstract.html,NeurIPS 2021
A Topological Perspective on Causal Inference,"Duligur Ibeling, Thomas Icard",https://papers.nips.cc//paper/2021/hash/2c463dfdde588f3bfc60d53118c10d6b-Abstract.html,NeurIPS 2021
Learning Causal Semantic Representation for Out-of-Distribution Prediction,"Chang Liu, Xinwei Sun, Jindong Wang, Haoyue Tang, Tao Li, Tao Qin, Wei Chen, Tie-Yan Liu",https://papers.nips.cc//paper/2021/hash/310614fca8fb8e5491295336298c340f-Abstract.html,NeurIPS 2021
BCD Nets: Scalable Variational Approaches for Bayesian Causal Discovery,"Chris Cundy, Aditya Grover, Stefano Ermon",https://papers.nips.cc//paper/2021/hash/39799c18791e8d7eb29704fc5bc04ac8-Abstract.html,NeurIPS 2021
Causal Identification with Matrix Equations,"Sanghack Lee, Elias Bareinboim",https://papers.nips.cc//paper/2021/hash/4ea06fbc83cdd0a06020c35d50e1e89a-Abstract.html,NeurIPS 2021
Causal Abstractions of Neural Networks,"Atticus Geiger, Hanson Lu, Thomas Icard, Christopher Potts",https://papers.nips.cc//paper/2021/hash/4f5c422f4d49a5a807eda27434231040-Abstract.html,NeurIPS 2021
Recursive Causal Structure Learning in the Presence of Latent Variables and Selection Bias,"Sina Akbari, Ehsan Mokhtarian, AmirEmad Ghassami, Negar Kiyavash",https://papers.nips.cc//paper/2021/hash/53edebc543333dfbf7c5933af792c9c4-Abstract.html,NeurIPS 2021
Dynamic Causal Bayesian Optimization,"Virginia Aglietti, Neil Dhir, Javier González, Theodoros Damoulas",https://papers.nips.cc//paper/2021/hash/577bcc914f9e55d5e4e4f82f9f00e7d4-Abstract.html,NeurIPS 2021
"The Causal-Neural Connection: Expressiveness, Learnability, and Inference","Kevin Xia, Kai-Zhan Lee, Yoshua Bengio, Elias Bareinboim",https://papers.nips.cc//paper/2021/hash/5989add1703e4b0480f75e2390739f34-Abstract.html,NeurIPS 2021
Multi-task Learning of Order-Consistent Causal Graphs,"Xinshi Chen, Haoran Sun, Caleb Ellington, Eric Xing, Le Song",https://papers.nips.cc//paper/2021/hash/5c3a3b139a11689e0bc55abd95e20e39-Abstract.html,NeurIPS 2021
How Well do Feature Visualizations Support Causal Understanding of CNN Activations?,"Roland S. Zimmermann, Judy Borowski, Robert Geirhos, Matthias Bethge, Thomas Wallis, Wieland Brendel",https://papers.nips.cc//paper/2021/hash/618faa1728eb2ef6e3733645273ab145-Abstract.html,NeurIPS 2021
Answering Complex Causal Queries With the Maximum Causal Set Effect,Zachary Markovich,https://papers.nips.cc//paper/2021/hash/670f0c94cc5271fe6017eeffa642b7d3-Abstract.html,NeurIPS 2021
Causal Navigation by Continuous-time Neural Networks,"Charles Vorbach, Ramin Hasani, Alexander Amini, Mathias Lechner, Daniela Rus",https://papers.nips.cc//paper/2021/hash/67ba02d73c54f0b83c05507b7fb7267f-Abstract.html,NeurIPS 2021
Collaborative Causal Discovery with Atomic Interventions,"Raghavendra Addanki, Shiva Kasiviswanathan",https://papers.nips.cc//paper/2021/hash/6a1a681b16826ba2e48fedb229db3b65-Abstract.html,NeurIPS 2021
"Statistical Undecidability in Linear, Non-Gaussian Causal Models in the Presence of Latent Confounders",Konstantin Genin,https://papers.nips.cc//paper/2021/hash/70d355680e628fe1c552221f690d8da4-Abstract.html,NeurIPS 2021
Sequential Causal Imitation Learning with Unobserved Confounders,"Daniel Kumor, Junzhe Zhang, Elias Bareinboim",https://papers.nips.cc//paper/2021/hash/7b670d553471ad0fd7491c75bad587ff-Abstract.html,NeurIPS 2021
Actively Identifying Causal Effects with Latent Variables Given Only Response Variable Observable,"Tian-Zuo Wang, Zhi-Hua Zhou",https://papers.nips.cc//paper/2021/hash/7e7e69ea3384874304911625ac34321c-Abstract.html,NeurIPS 2021
Interventional Sum-Product Networks: Causal Inference with Tractable Probabilistic Models,"Matej Zečević, Devendra Dhami, Athresh Karanam, Sriraam Natarajan, Kristian Kersting",https://papers.nips.cc//paper/2021/hash/7eb7eabbe9bd03c2fc99881d04da9cbd-Abstract.html,NeurIPS 2021
Necessary and sufficient graphical conditions for optimal adjustment sets in causal graphical models with hidden variables,Jakob Runge,https://papers.nips.cc//paper/2021/hash/8485ae387a981d783f8764e508151cd9-Abstract.html,NeurIPS 2021
Recovering Latent Causal Factor for Generalization to Distributional Shifts,"Xinwei Sun, Botong Wu, Xiangyu Zheng, Chang Liu, Wei Chen, Tao Qin, Tie-Yan Liu",https://papers.nips.cc//paper/2021/hash/8c6744c9d42ec2cb9e8885b54ff744d0-Abstract.html,NeurIPS 2021
Causal Inference for Event Pairs in Multivariate Point Processes,"Tian Gao, Dharmashankar Subramanian, Debarun Bhattacharjya, Xiao Shou, Nicholas Mattei, Kristin P Bennett",https://papers.nips.cc//paper/2021/hash/9078f2a8254704bd760460f027072e52-Abstract.html,NeurIPS 2021
Learning latent causal graphs via mixture oracles,"Bohdan Kivva, Goutham Rajendran, Pradeep Ravikumar, Bryon Aragam",https://papers.nips.cc//paper/2021/hash/966aad8981dcc75b5b8ab04427a833b2-Abstract.html,NeurIPS 2021
Matching a Desired Causal State via Shift Interventions,"Jiaqi Zhang, Chandler Squires, Caroline Uhler",https://papers.nips.cc//paper/2021/hash/a5a61717dddc3501cfdf7a4e22d7dbaa-Abstract.html,NeurIPS 2021
Reliable Causal Discovery with Improved Exact Search and Weaker Assumptions,"Ignavier Ng, Yujia Zheng, Jiji Zhang, Kun Zhang",https://papers.nips.cc//paper/2021/hash/a9b4ec2eb4ab7b1b9c3392bb5388119d-Abstract.html,NeurIPS 2021
Efficient Online Estimation of Causal Effects by Deciding What to Observe,"Shantanu Gupta, Zachary Lipton, David Childers",https://papers.nips.cc//paper/2021/hash/af8d1eb220186400c494db7091e402b0-Abstract.html,NeurIPS 2021
Provably Efficient Causal Reinforcement Learning with Confounded Observational Data,"Lingxiao Wang, Zhuoran Yang, Zhaoran Wang",https://papers.nips.cc//paper/2021/hash/b0b79da57b95837f14be95aaa4d54cf8-Abstract.html,NeurIPS 2021
Asymptotically Best Causal Effect Identification with Multi-Armed Bandits,"Alan Malek, Silvia Chiappa",https://papers.nips.cc//paper/2021/hash/b8102d1fa5df93e62cf26cd4400a0727-Abstract.html,NeurIPS 2021
Comprehensive Knowledge Distillation with Causal Intervention,"Xiang Deng, Zhongfei Zhang",https://papers.nips.cc//paper/2021/hash/b9f35816f460ab999cbc168c4da26ff3-Abstract.html,NeurIPS 2021
DECAF:  Generating Fair Synthetic Data Using Causally-Aware Generative Networks,"Boris van Breugel, Trent Kyono, Jeroen Berrevoets, Mihaela van der Schaar",https://papers.nips.cc//paper/2021/hash/ba9fab001f67381e56e410575874d967-Abstract.html,NeurIPS 2021
Identification of Partially Observed Linear Causal Models: Graphical Conditions for the Non-Gaussian and Heterogeneous Cases,"Jeffrey Adams, Niels Hansen, Kun Zhang",https://papers.nips.cc//paper/2021/hash/c0f6fb5d3a389de216345e490469145e-Abstract.html,NeurIPS 2021
Causal Influence Detection for Improving Efficiency in Reinforcement Learning,"Maximilian Seitzer, Bernhard Schölkopf, Georg Martius",https://papers.nips.cc//paper/2021/hash/c1722a7941d61aad6e651a35b65a9c3e-Abstract.html,NeurIPS 2021
MIRACLE: Causally-Aware Imputation via Learning Missing Data Mechanisms,"Trent Kyono, Yao Zhang, Alexis Bellot, Mihaela van der Schaar",https://papers.nips.cc//paper/2021/hash/c80bcf42c220b8f5c41f85344242f1b0-Abstract.html,NeurIPS 2021
Causal Bandits with Unknown Graph Structure,"Yangyi Lu, Amirhossein Meisami, Ambuj Tewari",https://papers.nips.cc//paper/2021/hash/d010396ca8abf6ead8cacc2c2f2f26c7-Abstract.html,NeurIPS 2021
Causal Effect Inference for Structured Treatments,"Jean Kaddour, Yuchen Zhu, Qi Liu, Matt J. Kusner, Ricardo Silva",https://papers.nips.cc//paper/2021/hash/d02e9bdc27a894e882fa0c9055c99722-Abstract.html,NeurIPS 2021
A Causal Lens for Controllable Text Generation,"Zhiting Hu, Li Erran Li",https://papers.nips.cc//paper/2021/hash/d0f5edad9ac19abed9e235c0fe0aa59f-Abstract.html,NeurIPS 2021
Deep Proxy Causal Learning and its Application to Confounded Bandit Policy Evaluation,"Liyuan Xu, Heishiro Kanagawa, Arthur Gretton",https://papers.nips.cc//paper/2021/hash/dcf3219715a7c9cd9286f19db46f2384-Abstract.html,NeurIPS 2021
Learning Generalized Gumbel-max Causal Mechanisms,"Guy Lorberbom, Daniel D. Johnson, Chris J. Maddison, Daniel Tarlow, Tamir Hazan",https://papers.nips.cc//paper/2021/hash/e143c01e314f7b950daca31188cb5d0f-Abstract.html,NeurIPS 2021
Beware of the Simulated DAG! Causal Discovery Benchmarks May Be Easy to Game,"Alexander Reisach, Christof Seiler, Sebastian Weichwald",https://papers.nips.cc//paper/2021/hash/e987eff4a7c7b7e580d659feb6f60c1a-Abstract.html,NeurIPS 2021
Causal-BALD: Deep Bayesian Active Learning of Outcomes to Infer Treatment-Effects from Observational Data,"Andrew Jesson, Panagiotis Tigas, Joost van Amersfoort, Andreas Kirsch, Uri Shalit, Yarin Gal",https://papers.nips.cc//paper/2021/hash/ffa4eb0e32349ae57f7a0ee8c7cd7c11-Abstract.html,NeurIPS 2021
Scalable Intervention Target Estimation in Linear Models,"Burak Varici, Karthikeyan Shanmugam, Prasanna Sattigeri, Ali Tajer",https://papers.nips.cc//paper/2021/hash/0b94ce08688c6389ce7b68c52ce3f8c7-Abstract.html,NeurIPS 2021
Can Information Flows Suggest Targets for Interventions in Neural Circuits?,"Praveen Venkatesh, Sanghamitra Dutta, Neil Mehta, Pulkit Grover",https://papers.nips.cc//paper/2021/hash/18de4beb01f6a17b6e1dfb9813ba6045-Abstract.html,NeurIPS 2021
Locally Valid and Discriminative Prediction Intervals for Deep Learning Models,"Zhen Lin, Shubhendu Trivedi, Jimeng Sun",https://papers.nips.cc//paper/2021/hash/46c7cb50b373877fb2f8d5c4517bb969-Abstract.html,NeurIPS 2021
Learning Treatment Effects in Panels with General Intervention Patterns,"Vivek Farias, Andrew Li, Tianyi Peng",https://papers.nips.cc//paper/2021/hash/7504adad8bb96320eb3afdd4df6e1f60-Abstract.html,NeurIPS 2021
Unintended Selection: Persistent Qualification Rate Disparities and Interventions,"Reilly Raab, Yang Liu",https://papers.nips.cc//paper/2021/hash/db00f1b7fdf48fd26b5fb5f309e9afaf-Abstract.html,NeurIPS 2021
Counterfactual Explanations Can Be Manipulated,"Dylan Slack, Anna Hilgard, Himabindu Lakkaraju, Sameer Singh",https://papers.nips.cc//paper/2021/hash/009c434cab57de48a31f6b669e7ba266-Abstract.html,NeurIPS 2021
Robust Counterfactual Explanations on Graph Neural Networks,"Mohit Bajaj, Lingyang Chu, Zi Yu Xue, Jian Pei, Lanjun Wang, Peter Cho-Ho Lam, Yong Zhang",https://papers.nips.cc//paper/2021/hash/2c8c3a57383c63caef6724343eb62257-Abstract.html,NeurIPS 2021
Nested Counterfactual Identification from Arbitrary Surrogate Experiments,"Juan Correa, Sanghack Lee, Elias Bareinboim",https://papers.nips.cc//paper/2021/hash/36bedb6eb7152f39b16328448942822b-Abstract.html,NeurIPS 2021
Counterfactual Invariance to Spurious Correlations in Text Classification,"Victor Veitch, Alexander D'Amour, Steve Yadlowsky, Jacob Eisenstein",https://papers.nips.cc//paper/2021/hash/8710ef761bbb29a6f9d12e4ef8e4379c-Abstract.html,NeurIPS 2021
Designing Counterfactual Generators using Deep Model Inversion,"Jayaraman Thiagarajan, Vivek Sivaraman Narayanaswamy, Deepta Rajan, Jia Liang, Akshay Chaudhari, Andreas Spanias",https://papers.nips.cc//paper/2021/hash/8ca01ea920679a0fe3728441494041b9-Abstract.html,NeurIPS 2021
Counterfactual Maximum Likelihood Estimation for Training Deep Networks,"Xinyi Wang, Wenhu Chen, Michael Saxon, William Yang Wang",https://papers.nips.cc//paper/2021/hash/d30d0f522a86b3665d8e3a9a91472e28-Abstract.html,NeurIPS 2021
Making a (Counterfactual) Difference One Rationale at a Time,"Mitchell Plyler, Michael Green, Min Chi",https://papers.nips.cc//paper/2021/hash/f0f800c92d191d736c4411f3b3f8ef4a-Abstract.html,NeurIPS 2021
Counterfactual Explanations in Sequential Decision Making Under Uncertainty,"Stratis Tsirtsis, Abir De, Manuel Rodriguez",https://papers.nips.cc//paper/2021/hash/fd0a5a5e367a0955d81278062ef37429-Abstract.html,NeurIPS 2021
Empirical Gateaux Derivatives for Causal Inference,"Michael Jordan, Yixin Wang, Angela Zhou",https://openreview.net/pdf/f03f2bdc037556c8be11458802603ab1da87b2b5.pdf,NeurIPS 2022
A Causal Analysis of Harm,"Sander Beckers, Hana Chockler, Joseph Halpern",https://openreview.net/pdf/644587246f7887e4636819b9b688c5dc61c350d2.pdf,NeurIPS 2022
"New Definitions and Evaluations for Saliency Methods: Staying Intrinsic, Complete and Sound","Arushi Gupta, Nikunj Saunshi, Dingli Yu, Kaifeng Lyu, Sanjeev Arora",https://openreview.net/pdf/b8aa1d17b3e0f69d0aeb1184f6b305f15cdf688b.pdf,NeurIPS 2022
Root Cause Analysis of Failures in Microservices through Causal Discovery,"Muhammad Azam Ikram, Sarthak Chakraborty, Subrata Mitra, Shiv Saini, Saurabh Bagchi, Murat Kocaoglu",https://openreview.net/pdf/a6555d5120381366d6255e8a8e0cade9e023f68d.pdf,NeurIPS 2022
Exploring the Latent Space of Autoencoders with Interventional Assays,"Felix Leeb, Stefan Bauer, Michel Besserve, Bernhard Schölkopf",https://openreview.net/pdf/45214ae16aab6d97517ae85a6bce8d39911e5dd2.pdf,NeurIPS 2022
Performative Power,"Moritz Hardt, Meena Jagadeesan, Celestine Mendler-Dünner",https://openreview.net/pdf/e3e48406ee1598f04def638ce6ea090b7c7ac406.pdf,NeurIPS 2022
Debiased Machine Learning without Sample-Splitting for Stable Estimators,"Qizhao Chen, Vasilis Syrgkanis, Morgane Austern",https://openreview.net/pdf/e98d811f87587571bb7a4b0dc05a719c80d1da12.pdf,NeurIPS 2022
Amortized Inference for Causal Structure Learning,"Lars Lorch, Scott Sussex, Jonas Rothfuss, Andreas Krause, Bernhard Schölkopf",https://openreview.net/pdf/39ae68d96afca5e7216dc4591d238f0b53f65977.pdf,NeurIPS 2022
Uniqueness and Complexity of Inverse MDP Models,"Marcus Hutter, Steven Stenberg Hansen",https://openreview.net/pdf/9baa37d3491935753ed8841cd018f0ae3201c47a.pdf,NeurIPS 2022
Improving Multi-Task Generalization via Regularizing Spurious Correlation,"Ziniu Hu, Zhe Zhao, Xinyang Yi, Tiansheng Yao, Lichan Hong, Yizhou Sun, Ed H. Chi",https://openreview.net/pdf/80d486445c5428d5e12afb8ea66e34b9870718eb.pdf,NeurIPS 2022
Deep Counterfactual Estimation with Categorical Background Variables,Edward De Brouwer,https://openreview.net/pdf/e58597d1ec26804ef0b4836e3a5a3907b39eeb0a.pdf,NeurIPS 2022
Bayesian Causal Bandits with Backdoor Adjustment Prior,Anonymous,https://openreview.net/pdf/8999a2540b2c5eab861cb34bbdc083f9141ff562.pdf,NeurIPS 2022
Deep Learning Methods for Proximal Inference via Maximum Moment Restriction,"Benjamin Kompa, David Remy Bellamy, Tom Kolokotrones, James Robins, Andrew Beam",https://openreview.net/pdf/a51cc5686335d7de6146eb0253b4d54d38be6f61.pdf,NeurIPS 2022
Environment Diversification with Multi-head Neural Network for Invariant Learning,"Bo-Wei Huang, Keng-Te Liao, Chang-Sheng Kao, Shou-De Lin",https://openreview.net/pdf/eb788c073f58ae3e38fa6363bc307c111951e910.pdf,NeurIPS 2022
Active Bayesian Causal Inference,"Christian Toth, Lars Lorch, Christian Knoll, Andreas Krause, Franz Pernkopf, Robert Peharz, Julius Von Kügelgen",https://openreview.net/pdf/15dad395d8764f0b8e8dfea86393dd758e762be5.pdf,NeurIPS 2022
Evaluating Robustness to Dataset Shift via Parametric Robustness Sets,"Nikolaj Thams, Michael Oberst, David Sontag",https://openreview.net/pdf/5057b648be7036e8237d3867e5f9d4fc52ffbe7c.pdf,NeurIPS 2022
Can Linear Programs Have Adversarial Examples? A Causal Perspective,Anonymous,https://openreview.net/pdf/7967e8f70c0646a9a1080f8cbc9d029274d8c30b.pdf,NeurIPS 2022
Simple Unsupervised Object-Centric Learning for Complex and Naturalistic Videos,"Gautam Singh, Yi-Fu Wu, Sungjin Ahn",https://openreview.net/pdf/5d570536393f1f92bb8f21af749fcca305047adc.pdf,NeurIPS 2022
RISE: Robust Individualized Decision Learning with Sensitive Variables,"Xiaoqing Tan, Zhengling Qi, Christopher Warren Seymour, Lu Tang",https://openreview.net/pdf/e888207f161606938177d0b0c1e68f977bcf706b.pdf,NeurIPS 2022
An Adaptive Kernel Approach to Federated Learning of Heterogeneous Causal Effects,"Thanh Vinh Vo, Arnab Bhattacharyya, Young Lee, Tze-Yun Leong",https://openreview.net/pdf/581aeca7c8ad9b566c5e7bba3edcd75c2a6b0e0d.pdf,NeurIPS 2022
Estimating individual treatment effects under unobserved confounding using binary instruments,"Dennis Frauen, Stefan Feuerriegel",https://openreview.net/pdf/7ca27da6c763c0418f199e443bb2c15d00d67573.pdf,NeurIPS 2022
Partial Identification of Treatment Effects with Implicit Generative Models,"Vahid Balazadeh Meresht, Vasilis Syrgkanis, Rahul G Krishnan",https://openreview.net/pdf/fb53a5c0efb22ee5a76e02ff6a9357e4a87b90b6.pdf,NeurIPS 2022
Disentangling Causal Effects from Sets of Interventions in the Presence of Unobserved Confounders,"Olivier Jeunen, Ciarán M. Lee, Rishabh Mehrotra, Mounia Lalmas",https://openreview.net/pdf/52f060d1d3e6143c1b6706bb2c5daac9f3211fed.pdf,NeurIPS 2022
Causal Discovery in Probabilistic Networks with an Identifiable Causal Effect,"Sina Akbari, Fateme Jamshidi, Ehsan Mokhtarian, Matthew James Vowels, Jalal Etesami, Negar Kiyavash",https://openreview.net/pdf/09442de5baf5f58b485edb746dab73cf055e9f31.pdf,NeurIPS 2022
Debiased Causal Tree: Heterogeneous Treatment Effects Estimation with Unmeasured Confounding,"Caizhi Tang, Huiyuan Wang, Xinyu Li, Qing Cui, Ya-Lin Zhang, Feng Zhu, Longfei Li, JUN ZHOU, Linbo Jiang",https://openreview.net/pdf/919b78264f09f24ada9baf0192aa873b7cffc228.pdf,NeurIPS 2022
What's the Harm? Sharp Bounds on the Fraction Negatively Affected by Treatment,Nathan Kallus,https://openreview.net/pdf/9b5d5cadc5abd8cf61ab338a4333603ce25f377b.pdf,NeurIPS 2022
Provable Subspace Identification Under Post-Nonlinear Mixtures,"Qi Lyu, Xiao Fu",https://openreview.net/pdf/b2a9d51654a1d6e70253f3edc0aab97172ae4d74.pdf,NeurIPS 2022
Sample Constrained Treatment Effect Estimation,"Raghavendra Addanki, David Arbour, Tung Mai, Cameron N Musco, Anup Rao",https://openreview.net/pdf/baa6a29562c6ded0fe90828b61f371ef67365b39.pdf,NeurIPS 2022
Finding and Listing Front-door Adjustment Sets,"Hyunchai Jeong, Jin Tian, Elias Bareinboim",https://openreview.net/pdf/262b3f40af3110f4810394002f21ff5b66f41932.pdf,NeurIPS 2022
Off-Policy Evaluation for Episodic Partially Observable Markov Decision Processes under Non-Parametric Models,"Rui Miao, Zhengling Qi, Xiaoke Zhang",https://openreview.net/pdf/a9be97f439ac33de0761edbe1d4a8e984f6051d9.pdf,NeurIPS 2022
