title,authors,url,conference
Causal Discovery in Linear Latent Variable Models Subject to Measurement Error,"Yuqin Yang, AmirEmad Ghassami, Mohamed S Nafea, Negar Kiyavash, Kun Zhang, Ilya Shpitser",https://openreview.net/pdf/23fbb4e22dbf762ff23548e2b3db360b6a963611.pdf,NeurIPS 2022
Invariant and Transportable Representations for Anti-Causal Domain Shifts,"Yibo Jiang, Victor Veitch",https://openreview.net/pdf/d6132d24124a8747af04af1750504fd6e7a55139.pdf,NeurIPS 2022
Counterfactual Neural Temporal Point Process for Estimating Causal Influence of Misinformation on Social Media,"Yizhou Zhang, Defu Cao, Yan Liu",https://openreview.net/pdf/8ed3263406935b21145720a6ef74e41809cadf62.pdf,NeurIPS 2022
Incrementality Bidding via Reinforcement Learning under Mixed and Delayed Rewards,"Ashwinkumar Badanidiyuru, Zhe Feng, Tianxi Li, Haifeng Xu",https://openreview.net/pdf/19e1a403405fa34fc25a0769ed97cad56c2bb755.pdf,NeurIPS 2022
A Unifying Framework of Off-Policy General Value Function Evaluation,"Tengyu Xu, Zhuoran Yang, Zhaoran Wang, Yingbin Liang",https://openreview.net/pdf/118984993e0853aa6e1a21da3f515fa29ce686f2.pdf,NeurIPS 2022
Using Embeddings for Causal Estimation of Peer Influence in Social Networks,"Irina Cristali, Victor Veitch",https://openreview.net/pdf/ece615b87a6a41dea6370491d140d4395317505f.pdf,NeurIPS 2022
Latent Hierarchical Causal Structure Discovery with Rank Constraints,"Biwei Huang, Charles Low, Feng Xie, Clark Glymour, Kun Zhang",https://openreview.net/pdf/0e01ff2cc4b10a00bf81d7bc06c83983cb40932c.pdf,NeurIPS 2022
Online Reinforcement Learning for Mixed Policy Scopes,"Junzhe Zhang, Elias Bareinboim",https://openreview.net/pdf/2edf3ab220b9044e78223d4401d432ae4fc73395.pdf,NeurIPS 2022
Generalizing Goal-Conditioned Reinforcement Learning with Variational Causal Reasoning,"Wenhao Ding, Haohong Lin, Bo Li, Ding Zhao",https://openreview.net/pdf/1d8c8e04928c62855001a368588868a5064f8a6a.pdf,NeurIPS 2022
Locating and Editing Factual Associations in GPT,"Kevin Meng, David Bau, Alex J Andonian, Yonatan Belinkov",https://openreview.net/pdf/2251da89103fd76eb12bd1b8f7251cc72b8c0152.pdf,NeurIPS 2022
Sequence Model Imitation Learning with Unobserved Contexts,"Gokul Swamy, Sanjiban Choudhury, Drew Bagnell, Steven Wu",https://openreview.net/pdf/9ede804f06698010059b7c1f3539b8c90c1088e0.pdf,NeurIPS 2022
Probable Domain Generalization via Quantile Risk Minimization,"Cian Eastwood, Alexander Robey, Shashank Singh, Julius Von Kügelgen, Hamed Hassani, George J. Pappas, Bernhard Schölkopf",https://openreview.net/pdf/37b3096e8bed8cf8296504f88eef7aae7d2d0b5d.pdf,NeurIPS 2022
Generative multitask learning mitigates target-causing confounding,"Taro Makino, Krzysztof J. Geras, Kyunghyun Cho",https://openreview.net/pdf/b8cde29df7f7e51462b0eb08c34613330b93d21a.pdf,NeurIPS 2022
Optimal Rates for Regularized Conditional Mean Embedding Learning,"Zhu Li, Dimitri Meunier, Mattes Mollenhauer, Arthur Gretton",https://openreview.net/pdf/67dfa1b6b54bc4656cc0574360e291fea228c060.pdf,NeurIPS 2022
"Interventions, Where and How? Experimental Design for Causal Models at Scale","Panagiotis Tigas, Yashas Annadani, Andrew Jesson, Bernhard Schölkopf, Yarin Gal, Stefan Bauer",https://openreview.net/pdf/8cc0d9dfddc5794e0c4cd9eec234655bd6dc3cc7.pdf,NeurIPS 2022
Staggered Rollout Designs Enable Causal Inference Under Interference Without Network Knowledge,"Mayleen Cortez, Matthew Eichhorn, Christina Yu",https://openreview.net/pdf/afcae7e248774c75efe8156a7cf09bd8a88cc631.pdf,NeurIPS 2022
MissDAG: Causal Discovery in the Presence of Missing Data with Continuous Additive Noise Models,"Erdun Gao, Ignavier Ng, Mingming Gong, Li Shen, Wei Huang, Tongliang Liu, Kun Zhang, Howard Bondell",https://openreview.net/pdf/437bc3dbfe7f1a765b81ca22e52d0e5a48ef2fdd.pdf,NeurIPS 2022
Interpolation and Regularization for Causal Learning,"Leena Chennuru Vankadara, Luca Rendsburg, Ulrike von Luxburg, Debarghya Ghoshdastidar",https://openreview.net/pdf/71f310e80c5745622ff754c246009e36ca68c61a.pdf,NeurIPS 2022
Off-Policy Evaluation with Policy-Dependent Optimization Response,"Wenshuo Guo, Michael Jordan, Angela Zhou",https://openreview.net/pdf/a76b25d5ffffe27a2381d2e3cf94bbf5615d08a2.pdf,NeurIPS 2022
Self-Supervised Learning of Brain Dynamics from Broad Neuroimaging Data,"Armin W Thomas, Christopher Ré, Russell A. Poldrack",https://openreview.net/pdf/7cd581346e5aabd0de5c02967280238c234645e5.pdf,NeurIPS 2022
Debiasing Graph Neural Networks via Learning Disentangled Causal Substructure,"Shaohua Fan, Xiao Wang, Yanhu Mo, Chuan Shi, Jian Tang",https://openreview.net/pdf/903bf15068c472a904e24a5ba6d1f505081d7ddd.pdf,NeurIPS 2022
Counterfactual Temporal Point Processes,"Kimia Noorbakhsh, Manuel Gomez Rodriguez",https://openreview.net/pdf/b113b0e192cc5e208893f8c8aa20849b8f943fe3.pdf,NeurIPS 2022
Causal Discovery in Heterogeneous Environments Under the Sparse Mechanism Shift Hypothesis,"Ronan Perry, Julius Von Kügelgen, Bernhard Schölkopf",https://openreview.net/pdf/a60ed52323046cdd82aeda01c4e312a04f221f80.pdf,NeurIPS 2022
DeepMed: Semiparametric Causal Mediation Analysis with Debiased Deep Learning,"Siqi Xu, Lin Liu, Zhonghua Liu",https://openreview.net/pdf/5fb00d308f7fa8b9e0b408e79bf338596e3849ac.pdf,NeurIPS 2022
XAI Establishes a Common Ground Between Machine Learning and Causality,Anonymous,https://openreview.net/pdf/5ee30d02bfaffb998301887c2b64815ccd5e6d2b.pdf,NeurIPS 2022
Towards Out-of-Distribution Sequential Event Prediction: A Causal Treatment,"Chenxiao Yang, Qitian Wu, Qingsong Wen, Zhiqiang Zhou, Liang Sun, Junchi Yan",https://openreview.net/pdf/b5224a60869a26365b6e70239acbac055a762b08.pdf,NeurIPS 2022
Causality-driven Hierarchical Structure Discovery for Reinforcement Learning,"Shaohui Peng, Xing Hu, Rui Zhang, Ke Tang, Jiaming Guo, Qi Yi, Ruizhi Chen, Xishan Zhang, Zidong Du, Ling Li, Qi Guo, Yunji Chen",https://openreview.net/pdf/eea996d76f5be10cc58150685734ae1341df7287.pdf,NeurIPS 2022
Causality Preserving Chaotic Transformation and Classification using Neurochaos Learning,"Harikrishnan N B, Aditi Kathpalia, Nithin Nagaraj",https://openreview.net/pdf/97ea0479f945849b36eeb17ca17ae49c56a677be.pdf,NeurIPS 2022
Conditional Independence Testing with Heteroskedastic Data and Applications to Causal Discovery,"Wiebke Günther, Urmi Ninad, Jonas Wahl, Jakob Runge",https://openreview.net/pdf/daa66212e29b72afb725d6b33d308b66631972e6.pdf,NeurIPS 2022
Temporally Disentangled Representation Learning,"Weiran Yao, Guangyi Chen, Kun Zhang",https://openreview.net/pdf/6593421e5e0e662ca3772c59ac045c9bd7d60c70.pdf,NeurIPS 2022
Truncated Matrix Power Iteration for Differentiable DAG Learning,"Zhen Zhang, Ignavier Ng, Dong Gong, Yuhang Liu, Ehsan M Abbasnejad, Mingming Gong, Kun Zhang, Javen Qinfeng Shi",https://openreview.net/pdf/112c885c99cabb7b11eb2485a9f52df772c25f7c.pdf,NeurIPS 2022
"Debiased, Longitudinal and Coordinated Drug Recommendation through Multi-Visit Clinic Records","Hongda Sun, Shufang Xie, Shuqi Li, Yuhan Chen, Ji-Rong Wen, Rui Yan",https://openreview.net/pdf/1c7a7894667f3ff25eddd3df217996e02026022b.pdf,NeurIPS 2022
Fast Instrument Learning with Faster Rates,"Ziyu Wang, Yuhao Zhou, Jun Zhu",https://openreview.net/pdf/f0de9f4b1fc508b6d01dc7ce0ac110fa2e367bc0.pdf,NeurIPS 2022
Causal Inference with Non-IID Data using Linear Graphical Models,"Chi Zhang, Karthika Mohan, Judea Pearl",https://openreview.net/pdf/5e95052c4f731527c649e24f9fdb9041467713ba.pdf,NeurIPS 2022
LOG: Active Model Adaptation for Label-Efficient OOD Generalization,"Jie-Jing Shao, Lan-Zhe Guo, Xiao-wen Yang, Yu-Feng Li",https://openreview.net/pdf/86632004500af63d603af486544c29034830ea88.pdf,NeurIPS 2022
ConfounderGAN: Protecting Image Data Privacy with Causal Confounder,"Qi Tian, Kun Kuang, Kelu Jiang, Furui Liu, Zhihua Wang, Fei Wu",https://openreview.net/pdf/ccd2f7e58abadd701838007b37b020d307d1bcee.pdf,NeurIPS 2022
Markovian Interference in Experiments,"Vivek Farias, Andrew A Li, Tianyi Peng, Andrew Zheng",https://openreview.net/pdf/45b225aaf16a3e3daa3ff020e83205c844f0916b.pdf,NeurIPS 2022
Scalable Sensitivity and Uncertainty Analyses for Causal-Effect Estimates of Continuous-Valued Interventions,"Andrew Jesson, Alyson Rose Douglas, Peter Manshausen, Maëlys Solal, Nicolai Meinshausen, Philip Stier, Yarin Gal, Uri Shalit",https://openreview.net/pdf/85df2df3e315d0bb4f8e7dd0d4adacda6969fa79.pdf,NeurIPS 2022
Bivariate Causal Discovery for Categorical Data via Classification with Optimal Label Permutation,Yang Ni,https://openreview.net/pdf/0e9136f70de63f82340b9a1aeb52f8b9ba0b197d.pdf,NeurIPS 2022
Doubly Robust Counterfactual Classification,"Kwangho Kim, Edward Kennedy, Jose Ramon Zubizarreta",https://openreview.net/pdf/33d0ff30e06ecc1b3f452edc693abd902a57a653.pdf,NeurIPS 2022
Direct Advantage Estimation,"Hsiao-Ru Pan, Nico Gürtler, Alexander Neitz, Bernhard Schölkopf",https://openreview.net/pdf/2034feeea360866283e7260d4033d51935034ab1.pdf,NeurIPS 2022
Transcormer: Transformer for Sentence Scoring with Sliding Language Modeling,"Kaitao Song, Yichong Leng, Xu Tan, Yicheng Zou, Tao Qin, Dongsheng Li",https://openreview.net/pdf/03b36781bae2804d817d397406e3f5697f2b0ebd.pdf,NeurIPS 2022
Transfer Learning on Heterogeneous Feature Spaces for Treatment Effects Estimation,"Ioana Bica, Mihaela van der Schaar",https://openreview.net/pdf/d8156b277b46b380ffb4e73d4c5425120caee7ab.pdf,NeurIPS 2022
Verification and search algorithms for causal DAGs,"Davin Choo, Kirankumar Shiragur, Arnab Bhattacharyya",https://openreview.net/pdf/b8842cd464fb59ad31cdabd91e54422703f5291d.pdf,NeurIPS 2022
Learning Causally Invariant Representations for Out-of-Distribution Generalization on Graphs,"Yongqiang Chen, Yonggang Zhang, Yatao Bian, Han Yang, MA KAILI, Binghui Xie, Tongliang Liu, Bo Han, James Cheng",https://openreview.net/pdf/abf2f3452d0b2aa0a9984c4869fcfdfbd5915418.pdf,NeurIPS 2022
Ultra-marginal Feature Importance,"Joseph Janssen, Vincent Guan",https://openreview.net/pdf/15967bf020f62acc902164b8e2cc77088cddc944.pdf,NeurIPS 2022
Cluster Randomized Designs for One-Sided Bipartite Experiments,"Jennifer Rogers Brennan, Vahab Mirrokni, Jean Pouget-Abadie",https://openreview.net/pdf/97fe760d737d6f975cdc78b241d67ef762d4e9e4.pdf,NeurIPS 2022
Falsification before Extrapolation in Causal Effect Estimation,"Zeshan Hussain, Michael Oberst, Ming-Chieh Shih, David Sontag",https://openreview.net/pdf/34d95cab44b168cd10582f422b869e1752c713b3.pdf,NeurIPS 2022
Memorization Without Overfitting:  Analyzing the Training Dynamics of Large Language Models,"Kushal Tirumala, Aram H. Markosyan, Luke Zettlemoyer, Armen Aghajanyan",https://openreview.net/pdf/759ba7b66f25eb8aceac5ae59a4cfe2b76b2abca.pdf,NeurIPS 2022
"Causal Identification under Markov equivalence: Calculus, Algorithm, and Completeness","Amin Jaber, Adele H Ribeiro, Jiji Zhang, Elias Bareinboim",https://openreview.net/pdf/e30e75e8c5a57580be1722a752002d6232f66832.pdf,NeurIPS 2022
Explainability Via Causal Self-Talk,"Nicholas Andrew Roy, Junkyung Kim, Neil Charles Rabinowitz",https://openreview.net/pdf/3dd46c7ad8f55eab186393fab8a58c570e68adc6.pdf,NeurIPS 2022
Diagnosing failures of fairness transfer across distribution shift in real-world medical settings,"Jessica Schrouff, Natalie Harris, Oluwasanmi O Koyejo, Ibrahim Alabdulmohsin, Eva Schnider, Krista Opsahl-Ong, Alexander Brown, Subhrajit Roy, Diana Mincu, Chrsitina Chen, Awa Dieng, Yuan Liu, Vivek Natarajan, Alan Karthikesalingam, Katherine A Heller, Silvia Chiappa, Alexander D'Amour",https://openreview.net/pdf/34a35ef826d0bfeea67edec13ce595e938196d1b.pdf,NeurIPS 2022
Sound and Complete Causal Identification with Latent Variables Given Local Background Knowledge,"Tian-Zuo Wang, Tian Qin, Zhi-Hua Zhou",https://openreview.net/pdf/3840cace8c4eb29cf3e19637a8ca6a458ab6b1e5.pdf,NeurIPS 2022
Weakly supervised causal representation learning,"Johann Brehmer, Pim De Haan, Phillip Lippe, Taco Cohen",https://openreview.net/pdf/071d6a537b07a4e13e5d5c54281aef134755a4ae.pdf,NeurIPS 2022
Biologically-plausible backpropagation through arbitrary timespans via local neuromodulators,"Yuhan Helena Liu, Stephen Smith, Stefan Mihalas, Eric Todd SheaBrown, Uygar Sümbül",https://openreview.net/pdf/9a8ed0919199b9268c4c1af2f0ad323784db1488.pdf,NeurIPS 2022
CLEAR: Generative Counterfactual Explanations on Graphs,"Jing Ma, Ruocheng Guo, Saumitra Mishra, Aidong Zhang, Jundong Li",https://openreview.net/pdf/bdde281f5e5e96be1f43e54ec7a3f1009a7837fa.pdf,NeurIPS 2022
Deep Multi-Modal Structural Equations For Causal Effect Estimation With Unstructured Proxies,"Shachi Deshpande, Kaiwen Wang, Dhruv Sreenivas, Zheng Li, Volodymyr Kuleshov",https://openreview.net/pdf/7b760d317a1719fb7347e4bd92e823a1cf92501b.pdf,NeurIPS 2022
GFlowCausal: Generative Flow Networks for Causal Discovery,"Wenqian Li, Yinchuan Li, Shengyu Zhu, yunfeng shao, Jianye HAO, Yan Pang",https://openreview.net/pdf/c5d6ca5b7daf6d21dd3bd22ec449e86ccc4d356c.pdf,NeurIPS 2022
ZIN: When and How to Learn Invariance Without Environment Partition?,"LIN Yong, Shengyu Zhu, Lu Tan, Peng Cui",https://openreview.net/pdf/05ad82ab6db220da5c5335a0d8d501ca838c88d3.pdf,NeurIPS 2022
CEBaB: Estimating the Causal Effects of Real-World Concepts on NLP Model Behavior,"Eldar David Abraham, Karel D'Oosterlinck, Amir Feder, Yair Ori Gat, Atticus Geiger, Christopher Potts, Roi Reichart, Zhengxuan Wu",https://openreview.net/pdf/e5bdcd0530b70fd32e8b4489e3449915e5ecc3e9.pdf,NeurIPS 2022
Large-Scale Differentiable Causal Discovery of Factor Graphs,"Romain Lopez, Jan-Christian Huetter, Jonathan Pritchard, Aviv Regev",https://openreview.net/pdf/7d9fac5506385b988a8fa278aa49f9b3b76f6c45.pdf,NeurIPS 2022
Adaptively Exploiting d-Separators with Causal Bandits,"Blair Bilodeau, Linbo Wang, Daniel M. Roy",https://openreview.net/pdf/377d66705a7cf80cc0f951939aec1650d5ce1a0b.pdf,NeurIPS 2022
Generalization Bounds for Estimating Causal Effects of Continuous Treatments,"Xin Wang, Shengfei Lyu, Xingyu Wu, Tianhao Wu, Huanhuan Chen",https://openreview.net/pdf/87b2b85d5430e66cdf2a3dc0285a49d31491568e.pdf,NeurIPS 2022
Factored Adaptation for Non-Stationary Reinforcement Learning,"Fan Feng, Biwei Huang, Kun Zhang, Sara Magliacane",https://openreview.net/pdf/7c6f4d8de12247bfe5f6c5a43ad2b42ede337b00.pdf,NeurIPS 2022
Multi-Instance Causal Representation Learning for Instance Label Prediction and Out-of-Distribution Generalization,"Weijia Zhang, Xuanhui Zhang, Han-Wen Deng, Min-Ling Zhang",https://openreview.net/pdf/6f9374196a8a3222236f25739edcfc9a46e5e8e2.pdf,NeurIPS 2022
Causally motivated multi-shortcut identification and removal,"Jiayun Zheng, Maggie Makar",https://openreview.net/pdf/6d0d9f01736fcaac4d533b0aad29290431598a71.pdf,NeurIPS 2022
Counterfactual Fairness with Partially Known Causal Graph,"Aoqi Zuo, Susan Wei, Tongliang Liu, Bo Han, Kun Zhang, Mingming Gong",https://openreview.net/pdf/ba19f298d5389d2123345240c306a4749f1f744f.pdf,NeurIPS 2022
Counterfactual harm,"Jonathan Richens, Rory Beard, Daniel H. Thompson",https://openreview.net/pdf/01f58c830d1009c9de4c354e754c5a764af8ad91.pdf,NeurIPS 2022
In the Eye of the Beholder: Robust Prediction with Causal User Modeling,"Amir Feder, Guy Horowitz, Yoav Wald, Roi Reichart, Nir Rosenfeld",https://openreview.net/pdf/b28e7e35018eab5ee2f308d7ba6404774fa5e330.pdf,NeurIPS 2022
Anticipating Performativity by Predicting from Predictions,"Celestine Mendler-Dünner, Frances Ding, Yixin Wang",https://openreview.net/pdf/1d22ed40972efdc28d0186d9fedde5f72cfa01a5.pdf,NeurIPS 2022
Learning Invariant Graph Representations for Out-of-Distribution Generalization,"Haoyang Li, Ziwei Zhang, Xin Wang, Wenwu Zhu",https://openreview.net/pdf/fda585530d70304c94b51885ea1bbf9bb50249f9.pdf,NeurIPS 2022
DAGMA: Learning DAGs via M-matrices and a Log-Determinant Acyclicity Characterization,"Kevin Bello, Bryon Aragam, Pradeep Kumar Ravikumar",https://openreview.net/pdf/f2fc1525056beaee98a5ea5a5ee2219994651c18.pdf,NeurIPS 2022
Independence Testing-Based Approach to Causal Discovery under Measurement Error and Linear Non-Gaussian Models,"Haoyue Dai, Peter Spirtes, Kun Zhang",https://openreview.net/pdf/1a6291c982dad80e0347add2e883ef1c88a424cd.pdf,NeurIPS 2022
Embodied Scene-aware Human Pose Estimation,"Zhengyi Luo, Shun Iwase, Ye Yuan, Kris M. Kitani",https://openreview.net/pdf/d18bf0d6b1ff8968f1f17475156ebc749bf7fbbb.pdf,NeurIPS 2022
Unsupervised Causal Generative Understanding of Images,"Titas Anciukevičius, Patrick Fox-Roberts, Edward Rosten, Paul Henderson",https://openreview.net/pdf/a5325ee2d77102a59af74f93c075e23e2578f1c9.pdf,NeurIPS 2022
Leveraging the Hints: Adaptive Bidding in Repeated First-Price Auctions,"Wei Zhang, Yanjun Han, Zhengyuan Zhou, Aaron Flores, Tsachy Weissman",https://openreview.net/pdf/341d114b9aff6d6f162475d617d05f287e4307b1.pdf,NeurIPS 2022
EAGER: Asking and Answering Questions for Automatic Reward Shaping in Language-guided RL,"Thomas Carta, Pierre-Yves Oudeyer, Olivier Sigaud, sylvain lamprier",https://openreview.net/pdf/5f4b870d9fec1e0d8a002f59fca7c03c78e1b188.pdf,NeurIPS 2022
JAWS: Auditing Predictive Uncertainty Under Covariate Shift,"Andrew Prinster, Anqi Liu, Suchi Saria",https://openreview.net/pdf/201167837b1c556cec7f88fd16763a9855f254af.pdf,NeurIPS 2022
Robust Anytime Learning of Markov Decision Processes,"Marnix Suilen, Thiago D. Simão, David Parker, Nils Jansen",https://openreview.net/pdf/5baa88b3a042a4bd351524215051b6ed64379acb.pdf,NeurIPS 2022
Concept Embedding Models: Beyond the Accuracy-Explainability Trade-Off,"Mateo Espinosa Zarlenga, Pietro Barbiero, Gabriele Ciravegna, Giuseppe Marra, Francesco Giannini, Michelangelo Diligenti, Zohreh Shams, Frederic Precioso, Stefano Melacci, Adrian Weller, Pietro Lio, Mateja Jamnik",https://openreview.net/pdf/ac6fb995d0c14fec4481f003690b3fe51638324c.pdf,NeurIPS 2022
Collaborative Linear Bandits with Adversarial Agents: Near-Optimal Regret Bounds,"Aritra Mitra, Arman Adibi, George J. Pappas, Hamed Hassani",https://openreview.net/pdf/70c233f24081c7e9a268dac12ea3821b6e135f43.pdf,NeurIPS 2022
Beyond Adult and COMPAS: Fair Multi-Class Prediction via Information Projection,"Wael Alghamdi, Hsiang Hsu, Haewon Jeong, Hao Wang, Peter Winston Michalak, Shahab Asoodeh, Flavio Calmon",https://openreview.net/pdf/10e1e03f1e605127cf5c951aab94629b2d2ee2dc.pdf,NeurIPS 2022
Fairness for Workers Who Pull the Arms: An Index Based Policy for Allocation of Restless Bandit Tasks,"Arpita Biswas, Jackson A. Killian, Paula Rodriguez Diaz, Susobhan Ghosh, Milind Tambe",https://openreview.net/pdf/6bef3b8e25fcddbcd0b67429de81b054bd3094bd.pdf,NeurIPS 2022
Addressing Leakage in Concept Bottleneck Models,"Marton Havasi, Sonali Parbhoo, Finale Doshi-Velez",https://openreview.net/pdf/35e64d2a56eb273c9c7d53583c7ba9a995b5bd1f.pdf,NeurIPS 2022
Neural Temporal Walks: Motif-Aware Representation Learning on Continuous-Time Dynamic Graphs,"Ming Jin, Yuan-Fang Li, Shirui Pan",https://openreview.net/pdf/2b32cd8e36bee3b94b511a10216a9382069e7677.pdf,NeurIPS 2022
Semantic uncertainty intervals for disentangled latent spaces,"Swami Sankaranarayanan, Anastasios Nikolas Angelopoulos, Stephen Bates, Yaniv Romano, Phillip Isola",https://openreview.net/pdf/0f5aeebbb3fcfc7e20f23f6b2b19a44249f60140.pdf,NeurIPS 2022
Learning Recourse on Instance Environment to Enhance Prediction Accuracy,"Lokesh Nagalapatti, Guntakanti Sai Koushik, Abir De, Sunita Sarawagi",https://openreview.net/pdf/12719cf43c7de26eda868de0c82a37d07b33b2b5.pdf,NeurIPS 2022
A hybrid approach to seismic deblending: when physics meets self-supervision,"Nick Luiken, Matteo Ravasi, Claire Emma Birnie",https://openreview.net/pdf/5a4320d93200a781dc92ad4eede3abb94620bed4.pdf,NeurIPS 2022
